[1, 16, 16, 4096, 1, 1, 0, 0, 0]
[1, 16, 32, 4096, 1, 1, 0, 0, 0]
[1, 16, 64, 4096, 1, 1, 0, 0, 0]
[1, 32, 16, 4096, 1, 1, 0, 0, 0]
[1, 32, 32, 4096, 1, 1, 0, 0, 0]
[1, 32, 64, 4096, 1, 1, 0, 0, 0]
[1, 64, 16, 4096, 1, 1, 0, 0, 0]
[1, 64, 32, 4096, 1, 1, 0, 0, 0]
[1, 64, 64, 4096, 1, 1, 0, 0, 0]
[1, 16, 16, 4096, 2, 1, 0, 0, 0]
[1, 16, 32, 4096, 2, 1, 0, 0, 0]
[1, 16, 64, 4096, 2, 1, 0, 0, 0]
[1, 32, 16, 4096, 2, 1, 0, 0, 0]
[1, 32, 32, 4096, 2, 1, 0, 0, 0]
[1, 32, 64, 4096, 2, 1, 0, 0, 0]
[1, 64, 16, 4096, 2, 1, 0, 0, 0]
[1, 64, 32, 4096, 2, 1, 0, 0, 0]
[1, 64, 64, 4096, 2, 1, 0, 0, 0]
[1, 16, 16, 4096, 2, 2, 0, 0, 0]
[1, 16, 32, 4096, 2, 2, 0, 0, 0]
[1, 16, 64, 4096, 2, 2, 0, 0, 0]
[1, 32, 16, 4096, 2, 2, 0, 0, 0]
[1, 32, 32, 4096, 2, 2, 0, 0, 0]
[1, 32, 64, 4096, 2, 2, 0, 0, 0]
[1, 64, 16, 4096, 2, 2, 0, 0, 0]
[1, 64, 32, 4096, 2, 2, 0, 0, 0]
[1, 64, 64, 4096, 2, 2, 0, 0, 0]
[1, 16, 16, 4096, 4, 1, 0, 0, 0]
[1, 16, 32, 4096, 4, 1, 0, 0, 0]
[1, 16, 64, 4096, 4, 1, 0, 0, 0]
[1, 32, 16, 4096, 4, 1, 0, 0, 0]
[1, 32, 32, 4096, 4, 1, 0, 0, 0]
[1, 32, 64, 4096, 4, 1, 0, 0, 0]
[1, 64, 16, 4096, 4, 1, 0, 0, 0]
[1, 64, 32, 4096, 4, 1, 0, 0, 0]
[1, 64, 64, 4096, 4, 1, 0, 0, 0]
[1, 16, 16, 4096, 4, 2, 0, 0, 0]
[1, 16, 32, 4096, 4, 2, 0, 0, 0]
[1, 16, 64, 4096, 4, 2, 0, 0, 0]
[1, 32, 16, 4096, 4, 2, 0, 0, 0]
[1, 32, 32, 4096, 4, 2, 0, 0, 0]
[1, 32, 64, 4096, 4, 2, 0, 0, 0]
[1, 64, 16, 4096, 4, 2, 0, 0, 0]
[1, 64, 32, 4096, 4, 2, 0, 0, 0]
[1, 64, 64, 4096, 4, 2, 0, 0, 0]
[1, 16, 16, 4096, 4, 4, 0, 0, 0]
[1, 16, 32, 4096, 4, 4, 0, 0, 0]
[1, 16, 64, 4096, 4, 4, 0, 0, 0]
[1, 32, 16, 4096, 4, 4, 0, 0, 0]
[1, 32, 32, 4096, 4, 4, 0, 0, 0]
[1, 32, 64, 4096, 4, 4, 0, 0, 0]
[1, 64, 16, 4096, 4, 4, 0, 0, 0]
