 ( 0.781043 + ( -0.000499177 * ( ( ( ( -6.43708 * x1 ) - ( ( ( ( 91.9424 * ( x6 * x7 ) ) - ( ( 0.0405739 * x5 ) )^2 ) )^2 + ( 42.1577 * x4 ) ) ) - ( 34.512 * ( ( ( ( ( ( -34.2599 * x0 ) + ( -128.671 * x5 ) ) + ( 25.1622 * x8 ) ) - ( ( 1.8201 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 74.0569 * x0 ) )^2 ) ) ) ) / x1 ) ) )  :  0.0331186 at 4
 ( 0.788914 + ( 33.0825 * ( ( ( 101.668 * x1 ) + ( 19.1384 * x4 ) ) / ( ( 65.5246 * x1 ) )^2 ) ) )  :  0.0516937 at 4
 ( 0.443713 + ( 0.00827628 * ( ( ( ( -93.8552 * x2 ) - ( 3.6254 * ( ( ( 24.7987 * x1 ) + ( 1.30883 * x4 ) ) * x2 ) ) ) - ( 80.605 * ( ( ( ( ( ( 12.7101 * x0 ) + ( -136.515 * x5 ) ) + ( 28.7146 * x8 ) ) - ( ( 1.93772 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 87.1327 * x0 ) )^2 ) ) ) ) / ( ( ( 69.996 * x7 ) ^ ( ( ( 93.0656 * x6 ) )^2 + ( 10.0724 * x4 ) ) ) - ( 35.5729 * x1 ) ) ) ) )  :  0.0312288 at 9
 ( 0.753838 + ( -0.000482624 * ( ( ( ( 35.5401 * x0 ) - ( ( ( ( ( 15.1091 * x7 ) ^ ( ( 68.6153 * x2 ) + ( 82.8481 * x4 ) ) ) - ( -132.04 * x2 ) ) + ( 33.2679 * x4 ) ) + ( 94.3486 * x8 ) ) ) - ( 54.9144 * ( x3 * ( x1 / ( ( 26.7578 * x0 ) )^2 ) ) ) ) / x1 ) ) )  :  0.0274487 at 10
 ( 0.767818 + ( 0.584293 * ( ( ( ( 5.8361 * ( ( ( ( 4.52879 * x0 ) + ( ( 0.875303 * x0 ) + ( 1.25392 * x1 ) ) ) + ( 0.221944 * x2 ) ) / x0 ) ) )^2 + ( ( -40.8073 * x0 ) - ( ( ( ( 379.821 * ( x2 / x0 ) ) - ( 73.6871 * x4 ) ) - ( -6.92361 * x0 ) ) - ( ( ( 77.9868 * x2 ) ^ ( 22.3961 * x8 ) ) - ( -273.801 * x1 ) ) ) ) ) / ( ( 16.9195 * x1 ) )^2 ) ) )  :  0.0274818 at 10
 ( 11.7745 + ( 0.017754 * ( ( ( ( -114.792 * x2 ) - ( 56.8212 * ( ( ( -63.5835 * x1 ) + ( 0.102136 * x4 ) ) * x2 ) ) ) - ( 34.6163 * ( ( ( ( ( ( 17.7219 * x0 ) + ( -190.342 * x5 ) ) + ( 42.2653 * x8 ) ) - ( ( 2.28807 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 71.99 * x0 ) )^2 ) ) ) ) / ( ( ( 10.1487 * x7 ) ^ ( ( ( 7.69132 * x6 ) )^2 + ( 73.7741 * x4 ) ) ) - ( 93.3323 * x1 ) ) ) ) )  :  0.0312288 at 10
 ( 0.80565 + ( -7.48835e-10 * ( ( ( ( 167.518 * x1 ) + ( -12.4891 * x4 ) ) + ( 9.01556 * x4 ) ) * ( ( ( ( -1050.79 * ( x2 / x0 ) ) - ( -22.5013 * x4 ) ) - ( -70.1368 * x0 ) ) - ( ( 107.739 * ( ( ( ( 1.20653e-06 * ( ( ( 93.4865 * x2 ) + ( 60.1124 * x2 ) ) / x0 ) ) )^2 + ( ( 17.143 * x0 ) - ( ( ( ( -206.522 * ( x2 / x0 ) ) - ( 37.6585 * x4 ) ) - ( 17.0986 * x0 ) ) - ( ( ( 71.833 * x2 ) ^ ( 18.6435 * x8 ) ) - ( 50.8902 * x1 ) ) ) ) ) / ( ( 0.144192 * x1 ) )^2 ) ) - ( 119.351 * x4 ) ) ) ) ) )  :  0.0272797 at 11
 ( 0.766889 + ( 30.1528 * ( ( ( ( -0.485531 * ( ( ( ( 18.0172 * x0 ) + ( ( 66.2954 * x0 ) + ( 14.6863 * x1 ) ) ) + ( 1.78665 * x2 ) ) / x0 ) ) )^2 + ( ( 12.5137 * x0 ) - ( ( ( ( 344.84 * ( x2 / x0 ) ) - ( 71.0774 * x4 ) ) - ( -42.9852 * x0 ) ) - ( ( -65.0726 * x2 ) - ( -267.377 * x1 ) ) ) ) ) / ( ( 119.448 * x1 ) )^2 ) ) )  :  0.0273968 at 11
 ( -1.98485 + ( 0.0415497 * ( ( ( ( -84.33 * x2 ) - ( 20.3802 * ( ( ( 15.4215 * x1 ) + ( 0.125398 * x4 ) ) * x2 ) ) ) - ( 9.59016 * ( ( ( ( ( ( 96.9589 * x0 ) + ( ( ( -75.1031 * x1 ) - ( ( ( ( 91.2178 * ( ( ( 72.3453 * x0 ) - ( 67.7978 * x0 ) ) * x7 ) ) - ( -0.00122308 * x1 ) ) )^2 + ( -92.9628 * x4 ) ) ) - ( 56.8079 * ( x3 * ( ( x0 / x5 ) / ( ( 66.8536 * x0 ) )^2 ) ) ) ) ) + ( 65.6554 * x8 ) ) - ( ( 3.22034 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 120.317 * x0 ) )^2 ) ) ) ) / ( ( ( 61.9141 * x7 ) ^ ( ( ( 53.0151 * x6 ) )^2 + ( 90.644 * x4 ) ) ) - ( 76.2503 * x1 ) ) ) ) )  :  0.0267495 at 11
 ( -15.8654 + ( -0.000316069 * ( ( ( ( 98.7128 * x1 ) - ( ( ( 119.052 * x2 ) - ( -35.4314 * ( ( ( 92.8585 * x1 ) + ( 0.152654 * x4 ) ) * x2 ) ) ) - ( -0.0225109 * ( ( ( ( ( ( 199.032 * x0 ) + ( ( ( -2992.55 * x1 ) - ( ( ( ( 7.57434 * ( ( ( 74.8837 * x0 ) - ( 12.5067 * x0 ) ) * x7 ) ) - ( -0.0529057 * x1 ) ) )^2 + ( -3440.36 * x4 ) ) ) - ( -16.9245 * ( x3 * ( ( x0 / x5 ) / x0 ) ) ) ) ) + ( 50.8466 * x8 ) ) - ( ( -25.3074 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 167.137 * x0 ) )^2 ) ) ) ) ) - ( 0.00931343 * ( x5 * ( ( 332.993 * x1 ) + ( -23.1596 * x4 ) ) ) ) ) / x1 ) ) )  :  0.0239388 at 12
