0.486457,"1,16,16,4096,1,1,0,0,0",0.212155,2.29293,45.8099,0.90572
0.442774,"1,16,16,4096,16,1,0,0,0",0.1853,2.3895,47.5793,0.903867
0.375158,"1,16,16,4096,16,16,0,0,0",0.142073,2.6406,52.1327,0.899114
0.374029,"1,16,16,4096,16,2,0,0,0",0.155449,2.40612,47.8829,0.903549
0.34247,"1,16,16,4096,16,4,0,0,0",0.14039,2.43942,48.49,0.902914
0.344188,"1,16,16,4096,16,8,0,0,0",0.137334,2.50621,49.7042,0.901646
0.432924,"1,16,16,4096,2,1,0,0,0",0.188281,2.29935,45.9278,0.905597
0.394552,"1,16,16,4096,2,2,0,0,0",0.170368,2.31588,46.2314,0.905278
1.79769e+308,"1,16,16,4096,32,1,0,0,0",1.79769e+308,2.49313,49.4667,0.901894
1.79769e+308,"1,16,16,4096,32,16,0,0,0",1.79769e+308,2.74579,54.0201,0.897151
0.394767,"1,16,16,4096,32,2,0,0,0",0.157287,2.50985,49.7703,0.901577
0.561202,"1,16,16,4096,32,32,0,0,0",0.185864,3.01942,58.877,0.89212
0.40975,"1,16,16,4096,32,4,0,0,0",0.161106,2.54336,50.3774,0.900943
0.439894,"1,16,16,4096,32,8,0,0,0",0.168505,2.61057,51.5916,0.899677
0.434053,"1,16,16,4096,4,1,0,0,0",0.187723,2.3122,46.1638,0.905349
0.366321,"1,16,16,4096,4,2,0,0,0",0.157304,2.32874,46.4673,0.905031
0.351567,"1,16,16,4096,4,4,0,0,0",0.14885,2.36189,47.0744,0.904395
1.79769e+308,"1,16,16,4096,64,1,0,0,0",1.79769e+308,2.70232,53.2416,0.89796
1.79769e+308,"1,16,16,4096,64,16,0,0,0",1.79769e+308,2.95809,57.7949,0.893239
0.589874,"1,16,16,4096,64,2,0,0,0",0.216925,2.71925,53.5451,0.897645
0.712512,"1,16,16,4096,64,32,0,0,0",0.220248,3.23504,62.6518,0.88823
0.594008,"1,16,16,4096,64,4,0,0,0",0.215754,2.75317,54.1523,0.897014
1.79769e+308,"1,16,16,4096,64,64,0,0,0",1.79769e+308,3.8018,72.3657,0.878295
0.609768,"1,16,16,4096,64,8,0,0,0",0.216137,2.82121,55.3665,0.895754
0.438108,"1,16,16,4096,8,1,0,0,0",0.187392,2.33792,46.6356,0.904855
0.368796,"1,16,16,4096,8,2,0,0,0",0.156635,2.3545,46.9392,0.904537
0.337244,"1,16,16,4096,8,4,0,0,0",0.141243,2.38769,47.5463,0.903901
0.338685,"1,16,16,4096,8,8,0,0,0",0.137998,2.45428,48.7605,0.902631
0.493349,"1,32,16,4096,1,1,0,0,0",0.211969,2.32746,46.4174,0.904525
0.451081,"1,32,16,4096,16,1,0,0,0",0.186068,2.42428,48.1868,0.902673
0.354361,"1,32,16,4096,16,16,0,0,0",0.13242,2.67604,52.7402,0.897927
0.381039,"1,32,16,4096,16,2,0,0,0",0.156103,2.44095,48.4904,0.902356
0.347928,"1,32,16,4096,16,4,0,0,0",0.140615,2.47433,49.0975,0.901722
0.342877,"1,32,16,4096,16,8,0,0,0",0.134922,2.5413,50.3117,0.900455
0.438992,"1,32,16,4096,2,1,0,0,0",0.188094,2.33389,46.5353,0.904401
0.400006,"1,32,16,4096,2,2,0,0,0",0.170181,2.35047,46.8389,0.904083
1.79769e+308,"1,32,16,4096,32,1,0,0,0",1.79769e+308,2.52818,50.0742,0.900703
3.71E-01,"1,32,16,4096,32,16,0,0,0",1.33E-01,2.7815,54.6276,0.895967
0.384708,"1,32,16,4096,32,2,0,0,0",0.151165,2.54495,50.3778,0.900386
0.42709,"1,32,16,4096,32,32,0,0,0",0.139762,3.05584,59.4845,0.890942
0.352306,"1,32,16,4096,32,4,0,0,0",0.13663,2.57854,50.9849,0.899754
0.349601,"1,32,16,4096,32,8,0,0,0",0.132128,2.64593,52.1991,0.898489
0.440105,"1,32,16,4096,4,1,0,0,0",0.187536,2.34678,46.7713,0.904154
0.371323,"1,32,16,4096,4,2,0,0,0",0.157116,2.36337,47.0748,0.903836
0.356285,"1,32,16,4096,4,4,0,0,0",0.148663,2.39659,47.6819,0.903201
1.79769e+308,"1,32,16,4096,64,1,0,0,0",1.79769e+308,2.73792,53.8491,0.896775
1.79769e+308,"1,32,16,4096,64,16,0,0,0",1.79769e+308,2.99435,58.4024,0.892059
0.421125,"1,32,16,4096,64,2,0,0,0",0.152864,2.7549,54.1526,0.89646
0.546164,"1,32,16,4096,64,32,0,0,0",0.16692,3.27201,63.2593,0.887057
0.436784,"1,32,16,4096,64,4,0,0,0",0.156615,2.7889,54.7598,0.89583
1.79769e+308,"1,32,16,4096,64,64,0,0,0",1.79769e+308,3.84018,72.9732,0.877136
0.459379,"1,32,16,4096,64,8,0,0,0",0.160784,2.85712,55.974,0.894571
0.444155,"1,32,16,4096,8,1,0,0,0",0.187204,2.37257,47.2431,0.90366
0.373781,"1,32,16,4096,8,2,0,0,0",0.156447,2.38919,47.5467,0.903343
0.341701,"1,32,16,4096,8,4,0,0,0",0.141055,2.42247,48.1538,0.902708
0.342866,"1,32,16,4096,8,8,0,0,0",0.13774,2.48923,49.368,0.90144
0.507859,"1,64,16,4096,1,1,0,0,0",0.211887,2.39684,47.6324,0.902138
0.463876,"1,64,16,4096,16,1,0,0,0",0.185984,2.49417,49.4018,0.900291
0.363235,"1,64,16,4096,16,16,0,0,0",0.132218,2.74724,53.9552,0.895557
0.391739,"1,64,16,4096,16,2,0,0,0",0.156014,2.51092,49.7054,0.899975
0.357546,"1,64,16,4096,16,4,0,0,0",0.140518,2.54448,50.3125,0.899342
