 ( 0.775203 + ( -5.53507e-05 * ( ( ( ( 70.6103 * x1 ) - ( ( ( ( 81.5978 * ( x6 * x7 ) ) - ( 0.35916 * x5 ) ) )^2 + ( 0.584284 * x3 ) ) ) - ( 107.238 * ( ( ( ( ( ( 0.83152 * x1 ) + ( 168.541 * x5 ) ) + ( 35.2371 * x8 ) ) - ( ( 15.2355 * x6 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 27.2216 * x0 ) )^2 ) ) ) ) / x5 ) ) )  :  0.05899 at 4
 ( 0.798871 + ( -8.24358e-05 * ( ( ( ( 99.5053 * x1 ) - ( ( ( ( 18.3411 * ( x6 * x6 ) ) - ( 5.98675 * x5 ) ) )^2 + ( 0.405534 * x3 ) ) ) - ( 144.175 * ( ( ( ( ( ( 65.5861 * x0 ) + ( -479.145 * x5 ) ) + ( -5.49359 * x1 ) ) - ( ( 0.556083 * x2 ) )^2 ) )^2 * ( ( ( 9.44434 * x8 ) ^ ( 30.4344 * x6 ) ) / ( ( 113.429 * x5 ) )^2 ) ) ) ) / x5 ) ) )  :  0.0581843 at 4
 ( 0.760462 + ( -5.27709e-05 * ( ( ( ( 46.325 * x1 ) - ( ( ( ( 6.40484 * ( x6 * x7 ) ) - ( -0.000156638 * x5 ) ) )^2 + ( 0.568525 * x3 ) ) ) - ( 119.106 * ( ( ( ( ( ( -45.9428 * x0 ) + ( 145.947 * x5 ) ) + ( 45.9428 * x0 ) ) - ( ( 36.5346 * x6 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( 22.2453 * x0 ) )^2 ) ) ) ) / x5 ) ) )  :  0.0624716 at 4
 ( 80.0703 + ( 0.000384797 * ( ( ( -6.63298 * x1 ) - ( ( ( ( 100.968 * ( ( ( ( 24.9563 * x0 ) )^2 )^2 * x7 ) ) - ( -2.33898e-06 * x5 ) ) )^2 + ( 50.2214 * x3 ) ) ) - ( -0.11724 * ( ( ( ( ( ( 14.2503 * x0 ) + ( 63.2568 * x5 ) ) + ( 66.0935 * x8 ) ) - ( ( 31.3437 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( ( 54.9909 * x0 ) )^2 )^2 ) ) ) ) ) )  :  0.0557163 at 5
 ( 0.877796 + ( 4.27737e-08 * ( ( ( 173.8 * ( x2 / ( x0 * x5 ) ) ) )^2 - ( ( ( 14.5093 * x6 ) - ( ( ( ( 2.79918 * ( x8 / x0 ) ) - ( -1.97657 * x4 ) ) - ( 87.6763 * ( x7 / x3 ) ) ) - ( ( 96.1053 * ( x8 * x6 ) ) - ( -27.2114 * x1 ) ) ) ) )^2 ) ) )  :  0.0549175 at 5
 ( 0.798871 + ( -3.2197e-05 * ( ( ( ( 254.768 * x1 ) - ( ( ( ( 61.6201 * ( x6 * x6 ) ) - ( 9.57947 * x5 ) ) )^2 + ( 1.03831 * x3 ) ) ) - ( 41.8934 * ( ( ( ( ( ( 47.6905 * x0 ) + ( -348.407 * x5 ) ) + ( -3.99462 * x1 ) ) - ( ( -0.474187 * x2 ) )^2 ) )^2 * ( ( ( 78.3976 * x5 ) ^ ( 94.2178 * x6 ) ) / ( ( 27.7884 * x5 ) )^2 ) ) ) ) / x5 ) ) )  :  0.0581802 at 5
 ( 0.806389 + ( -0.000420456 * ( ( ( ( 11.8231 * x1 ) - ( ( ( ( 91.9685 * ( x6 * x7 ) ) - ( 0.390427 * x5 ) ) )^2 + ( 0.136556 * x3 ) ) ) - ( 21.543 * ( ( ( ( ( ( 2.52308 * x0 ) + ( 68.1372 * x5 ) ) + ( 10.0988 * x0 ) ) - ( ( -0.971482 * x2 ) )^2 ) )^2 * ( ( ( 17.782 * x8 ) ^ ( 1.88526 * x6 ) ) / ( ( 28.6288 * x5 ) )^2 ) ) ) ) / x0 ) ) )  :  0.0440632 at 6
 ( 447.82 + ( 9.14616e-08 * ( ( ( 124.072 * ( x2 / ( x0 * x5 ) ) ) )^2 - ( ( ( 20.6722 * x6 ) - ( ( ( ( 63.0925 * ( x8 / x0 ) ) - ( -0.0905284 * x4 ) ) - ( ( 17.0663 * x3 ) ^ ( ( ( 19.6989 * ( x7 * ( ( 36.5065 * x4 ) ^ ( 28.7067 * x5 ) ) ) ) ^ ( 50.4491 * x8 ) ) ^ ( ( 23.0349 * x6 ) )^2 ) ) ) - ( ( 95.7886 * ( x8 * x6 ) ) - ( -0.217139 * x1 ) ) ) ) )^2 ) ) )  :  0.0485212 at 6
 ( 0.811142 + ( -0.000703271 * ( ( ( ( 11.5582 * x1 ) - ( ( ( ( 50.2771 * ( x6 * x6 ) ) - ( 0.335736 * x5 ) ) )^2 + ( 0.104883 * x3 ) ) ) - ( 43.0728 * ( ( ( ( ( ( 31.5289 * x0 ) + ( 95.4143 * x5 ) ) + ( -2.85077 * x1 ) ) - ( ( -1.25376 * x2 ) )^2 ) )^2 * ( ( ( 76.6202 * x8 ) ^ ( 53.4333 * x6 ) ) / ( ( 117.195 * x5 ) )^2 ) ) ) ) / x0 ) ) )  :  0.0390318 at 7
 ( -9.43789 + ( -7.53927e-05 * ( ( ( 29.196 * x1 ) - ( ( ( ( 74.6344 * ( ( ( ( 82.9287 * x0 ) )^2 )^2 * x7 ) ) - ( 0.00194027 * x5 ) ) )^2 + ( 33.4513 * x3 ) ) ) - ( 124.616 * ( ( ( ( ( ( 49.1458 * x0 ) + ( -222.144 * x5 ) ) + ( 33.5666 * x8 ) ) - ( ( 2.43163 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( ( 17.1609 * x0 ) )^2 )^2 ) ) ) ) ) )  :  0.0431999 at 7
 ( 6.69408 + ( 1.48006e-05 * ( ( ( -130.622 * x1 ) - ( ( ( ( 4.45513 * x0 ) - ( 2.45255 * x5 ) ) )^2 + ( 95.2373 * x3 ) ) ) - ( -30.8247 * ( ( ( ( ( ( 55.8517 * x1 ) - ( ( ( ( 35.6867 * ( x6 * x7 ) ) - ( 15.6269 * x5 ) ) )^2 + ( -1.52786 * x3 ) ) ) - ( 1.94888e-06 * ( ( ( ( ( ( 164.113 * x3 ) + ( -128.986 * x5 ) ) + ( 71.0908 * x8 ) ) - ( 474.808 * x1 ) ) )^2 * ( ( x0 / x5 ) / ( ( 4.11286 * x0 ) )^2 ) ) ) ) - ( ( 2.47621 * x2 ) )^2 ) )^2 * ( ( x0 / x5 ) / ( ( ( 40.6254 * x0 ) )^2 )^2 ) ) ) ) ) )  :  0.0285747 at 10
 ( 0.883762 + ( 0.0114633 * ( ( ( ( -0.949294 * x1 ) - ( ( ( ( 44.1578 * ( x6 * x7 ) ) - ( -0.579992 * x5 ) ) )^2 + ( -0.00259035 * x3 ) ) ) - ( 77.4458 * ( ( ( ( ( ( 42.2772 * x1 ) + ( 135.931 * x5 ) ) + ( 21.1328 * x8 ) ) - ( ( 99.0973 * ( x6 * x6 ) ) - ( 34.8019 * x0 ) ) ) )^2 * ( ( ( ( 0.000120706 * x1 ) - ( ( ( ( ( 41.756 * ( x6 * x7 ) ) - ( -0.00815465 * x5 ) ) )^2 )^2 + ( 1.13641e-06 * x3 ) ) ) - ( 29.0233 * ( x0 * ( ( ( 50.2723 * x5 ) ^ ( 52.5696 * x6 ) ) / ( ( 80.834 * x5 ) )^2 ) ) ) ) / ( ( 116.068 * x0 ) )^2 ) ) ) ) / x5 ) ) )  :  0.0363164 at 10
 ( 0.768522 + ( 52.5458 * ( ( ( 9.82739e-10 * ( ( ( 256.422 * x2 ) + ( 85.1263 * ( x3 / ( x0 * x5 ) ) ) ) * x2 ) ) - ( -1.93146e-05 * ( ( ( ( ( ( ( -3.68243 * x1 ) - ( ( ( ( 94.3514 * ( x6 * x7 ) ) - ( 0.0028702 * x5 ) ) )^2 + ( -0.10323 * x3 ) ) ) + ( 43.4451 * x8 ) ) - ( ( 92.6636 * x5 ) + ( 23.029 * x2 ) ) ) )^2 * ( ( ( ( ( ( 387.15 * x0 ) + ( -41.9898 * x5 ) ) + ( 37.4763 * x8 ) ) - ( ( 7.62687 * x2 ) )^2 ) )^2 * ( x5 / ( ( 94.2685 * x1 ) )^2 ) ) ) * ( ( x0 / x5 ) / ( ( 102.553 * x5 ) )^2 ) ) ) ) / x0 ) ) )  :  0.0279718 at 12
