ObjectiveFunction;Configuration;Performance;ManufactureCost;Area;Yield
3.58219;20 8 16 4096 2 1 4 0 0;0.844965;4.23946;82.9782;0.908743
3.90539;20 8 16 4096 2 1 4 0 1;0.844965;4.62195;90.1067;0.908738
3.79151;20 8 16 4096 2 2 0 0 0;0.844116;4.49169;82.553;0.85311
3.91092;20 8 16 4096 2 2 0 0 1;0.844116;4.63316;87.635;0.880478
4.10072;20 8 16 4096 2 2 0 1 0;0.844116;4.858;90.9834;0.873411
3.65381;20 8 16 4096 2 2 1 0 0;0.844116;4.32856;84.4807;0.906919
4.05143;20 8 16 4096 2 2 1 1 0;0.844116;4.79962;93.3326;0.908012
3.73387;20 8 16 4096 2 2 2 0 0;0.844116;4.42341;86.4083;0.908701
3.96646;20 8 16 4096 2 2 2 0 1;0.844116;4.69895;91.4903;0.908254
4.15533;20 8 16 4096 2 2 2 1 0;0.844116;4.92269;95.6818;0.908732
3.82107;20 8 16 4096 2 2 3 0 0;0.844116;4.52671;88.336;0.908742
4.26258;20 8 16 4096 2 2 3 1 0;0.844116;5.04976;98.0309;0.908742
3.90857;20 8 16 4096 2 2 4 0 0;0.844116;4.63037;90.2636;0.908743
4.13997;20 8 16 4096 2 2 4 0 1;0.844116;4.9045;95.3456;0.908736
4.37009;20 8 16 4096 2 2 4 1 0;0.844116;5.17712;100.38;0.908743
8.83235;20 8 16 4096 32 2 0 0 0;0.942231;9.37387;153.331;0.785985
9.52657;20 8 16 4096 32 2 0 0 1;0.942231;10.1107;176.108;0.844962
10.4079;20 8 16 4096 32 2 0 1 0;0.942231;11.046;197.151;0.873074
8.01036;20 8 16 4096 32 2 1 0 0;0.942231;8.50149;158.798;0.899638
10.4269;20 8 16 4096 32 2 1 1 0;0.942231;11.0662;204.808;0.907998
8.22634;20 8 16 4096 32 2 2 0 0;0.942231;8.7307;164.264;0.908265
9.47541;20 8 16 4096 32 2 2 0 1;0.942231;10.0564;187.041;0.906227
10.8393;20 8 16 4096 32 2 2 1 0;0.942231;11.5039;212.466;0.908732
8.51514;20 8 16 4096 32 2 3 0 0;0.942231;9.03721;169.731;0.908723
11.2619;20 8 16 4096 32 2 3 1 0;0.942231;11.9524;220.123;0.908742
8.80891;20 8 16 4096 32 2 4 0 0;0.942231;9.34899;175.197;0.908742
10.0452;20 8 16 4096 32 2 4 0 1;0.942231;10.661;197.974;0.90867
11.6865;20 8 16 4096 32 2 4 1 0;0.942231;12.403;227.781;0.908743
25.4246;20 8 16 4096 32 32 0 0 0;0.940412;27.0356;335.465;0.636544
21.6058;20 8 16 4096 32 32 0 0 1;0.940412;22.9748;339.735;0.759592
19.0931;20 8 16 4096 32 32 0 1 0;0.940412;20.3029;343.896;0.871202
23.7742;20 8 16 4096 32 32 0 10 0;0.940412;25.2806;419.769;0.873428
24.3098;20 8 16 4096 32 32 0 11 0;0.940412;25.8502;428.2;0.873428
24.8475;20 8 16 4096 32 32 0 12 0;0.940412;26.4219;436.63;0.873428
25.3871;20 8 16 4096 32 32 0 13 0;0.940412;26.9957;445.061;0.873428
25.9286;20 8 16 4096 32 32 0 14 0;0.940412;27.5715;453.491;0.873428
26.4722;20 8 16 4096 32 32 0 15 0;0.940412;28.1495;461.921;0.873428
27.0177;20 8 16 4096 32 32 0 16 0;0.940412;28.7296;470.352;0.873428
27.5651;20 8 16 4096 32 32 0 17 0;0.940412;29.3118;478.782;0.873428
28.1146;20 8 16 4096 32 32 0 18 0;0.940412;29.896;487.213;0.873428
28.6659;20 8 16 4096 32 32 0 19 0;0.940412;30.4823;495.643;0.873428
19.5621;20 8 16 4096 32 32 0 2 0;0.940412;20.8016;352.326;0.873415
29.2193;20 8 16 4096 32 32 0 20 0;0.940412;31.0707;504.073;0.873428
29.7745;20 8 16 4096 32 32 0 21 0;0.940412;31.6611;512.504;0.873428
30.3317;20 8 16 4096 32 32 0 22 0;0.940412;32.2536;520.934;0.873428
30.8908;20 8 16 4096 32 32 0 23 0;0.940412;32.8482;529.365;0.873428
31.4519;20 8 16 4096 32 32 0 24 0;0.940412;33.4448;537.795;0.873428
32.0149;20 8 16 4096 32 32 0 25 0;0.940412;34.0434;546.225;0.873428
32.5798;20 8 16 4096 32 32 0 26 0;0.940412;34.6441;554.656;0.873428
33.1466;20 8 16 4096 32 32 0 27 0;0.940412;35.2469;563.086;0.873428
33.7153;20 8 16 4096 32 32 0 28 0;0.940412;35.8516;571.517;0.873428
34.286;20 8 16 4096 32 32 0 29 0;0.940412;36.4584;579.947;0.873428
20.0812;20 8 16 4096 32 32 0 3 0;0.940412;21.3536;360.756;0.873428
34.8585;20 8 16 4096 32 32 0 30 0;0.940412;37.0673;588.377;0.873428
35.433;20 8 16 4096 32 32 0 31 0;0.940412;37.6781;596.808;0.873428
20.6027;20 8 16 4096 32 32 0 4 0;0.940412;21.9082;369.187;0.873428
21.1262;20 8 16 4096 32 32 0 5 0;0.940412;22.4649;377.617;0.873428
21.6518;20 8 16 4096 32 32 0 6 0;0.940412;23.0237;386.048;0.873428
22.1794;20 8 16 4096 32 32 0 7 0;0.940412;23.5847;394.478;0.873428
22.709;20 8 16 4096 32 32 0 8 0;0.940412;24.1479;402.909;0.873428
23.2406;20 8 16 4096 32 32 0 9 0;0.940412;24.7132;411.339;0.873428
19.698;20 8 16 4096 32 32 1 0 0;0.940412;20.9461;350.039;0.861154
19.2076;20 8 16 4096 32 32 1 1 0;0.940412;20.4247;358.89;0.907918
24.0196;20 8 16 4096 32 32 1 10 0;0.940412;25.5415;438.558;0.908013
24.5651;20 8 16 4096 32 32 1 11 0;0.940412;26.1216;447.41;0.908013
25.1126;20 8 16 4096 32 32 1 12 0;0.940412;26.7039;456.262;0.908013
25.6623;20 8 16 4096 32 32 1 13 0;0.940412;27.2884;465.114;0.908013
26.2141;20 8 16 4096 32 32 1 14 0;0.940412;27.8751;473.966;0.908013
26.7679;20 8 16 4096 32 32 1 15 0;0.940412;28.464;482.817;0.908013
27.3239;20 8 16 4096 32 32 1 16 0;0.940412;29.0552;491.669;0.908013
27.8818;20 8 16 4096 32 32 1 17 0;0.940412;29.6485;500.521;0.908013
28.4419;20 8 16 4096 32 32 1 18 0;0.940412;30.244;509.373;0.908013
29.004;20 8 16 4096 32 32 1 19 0;0.940412;30.8417;518.225;0.908013
19.7319;20 8 16 4096 32 32 1 2 0;0.940412;20.9822;367.742;0.908013
29.5681;20 8 16 4096 32 32 1 20 0;0.940412;31.4416;527.077;0.908013
30.1343;20 8 16 4096 32 32 1 21 0;0.940412;32.0437;535.929;0.908013
30.7025;20 8 16 4096 32 32 1 22 0;0.940412;32.6479;544.781;0.908013
31.2728;20 8 16 4096 32 32 1 23 0;0.940412;33.2543;553.633;0.908013
31.8451;20 8 16 4096 32 32 1 24 0;0.940412;33.8629;562.485;0.908013
32.4194;20 8 16 4096 32 32 1 25 0;0.940412;34.4736;571.337;0.908013
32.9958;20 8 16 4096 32 32 1 26 0;0.940412;35.0865;580.189;0.908013
33.5742;20 8 16 4096 32 32 1 27 0;0.940412;35.7015;589.041;0.908013
34.1546;20 8 16 4096 32 32 1 28 0;0.940412;36.3187;597.893;0.908013
34.737;20 8 16 4096 32 32 1 29 0;0.940412;36.938;606.744;0.908013
20.2603;20 8 16 4096 32 32 1 3 0;0.940412;21.5441;376.594;0.908013
35.3214;20 8 16 4096 32 32 1 30 0;0.940412;37.5595;615.596;0.908013
35.9079;20 8 16 4096 32 32 1 31 0;0.940412;38.1831;624.448;0.908013
20.791;20 8 16 4096 32 32 1 4 0;0.940412;22.1083;385.446;0.908013
21.3237;20 8 16 4096 32 32 1 5 0;0.940412;22.6749;394.298;0.908013
21.8586;20 8 16 4096 32 32 1 6 0;0.940412;23.2437;403.15;0.908013
22.3957;20 8 16 4096 32 32 1 7 0;0.940412;23.8148;412.002;0.908013
22.9349;20 8 16 4096 32 32 1 8 0;0.940412;24.3881;420.854;0.908013
23.4762;20 8 16 4096 32 32 1 9 0;0.940412;24.9637;429.706;0.908013
19.6592;20 8 16 4096 32 32 2 0 0;0.940412;20.9048;364.612;0.902763
20.0975;20 8 16 4096 32 32 2 0 1;0.940412;21.371;368.881;0.894559
20.0825;20 8 16 4096 32 32 2 1 0;0.940412;21.355;373.885;0.90873
25.16;20 8 16 4096 32 32 2 10 0;0.940412;26.7542;457.346;0.908732
25.7357;20 8 16 4096 32 32 2 11 0;0.940412;27.3664;466.62;0.908732
26.3137;20 8 16 4096 32 32 2 12 0;0.940412;27.981;475.893;0.908732
26.894;20 8 16 4096 32 32 2 13 0;0.940412;28.5981;485.167;0.908732
27.4765;20 8 16 4096 32 32 2 14 0;0.940412;29.2175;494.44;0.908732
28.0613;20 8 16 4096 32 32 2 15 0;0.940412;29.8394;503.714;0.908732
28.6484;20 8 16 4096 32 32 2 16 0;0.940412;30.4637;512.987;0.908732
29.2377;20 8 16 4096 32 32 2 17 0;0.940412;31.0903;522.26;0.908732
29.8293;20 8 16 4096 32 32 2 18 0;0.940412;31.7194;531.534;0.908732
30.4231;20 8 16 4096 32 32 2 19 0;0.940412;32.3508;540.807;0.908732
20.6373;20 8 16 4096 32 32 2 2 0;0.940412;21.9449;383.159;0.908732
31.0191;20 8 16 4096 32 32 2 20 0;0.940412;32.9846;550.081;0.908732
31.6174;20 8 16 4096 32 32 2 21 0;0.940412;33.6208;559.354;0.908732
32.2179;20 8 16 4096 32 32 2 22 0;0.940412;34.2594;568.628;0.908732
32.8207;20 8 16 4096 32 32 2 23 0;0.940412;34.9003;577.901;0.908732
33.4256;20 8 16 4096 32 32 2 24 0;0.940412;35.5436;587.175;0.908732
34.0328;20 8 16 4096 32 32 2 25 0;0.940412;36.1892;596.448;0.908732
34.6422;20 8 16 4096 32 32 2 26 0;0.940412;36.8372;605.721;0.908732
35.2537;20 8 16 4096 32 32 2 27 0;0.940412;37.4875;614.995;0.908732
35.8675;20 8 16 4096 32 32 2 28 0;0.940412;38.1402;624.268;0.908732
36.4836;20 8 16 4096 32 32 2 29 0;0.940412;38.7953;633.542;0.908732
21.1945;20 8 16 4096 32 32 2 3 0;0.940412;22.5374;392.432;0.908732
37.1018;20 8 16 4096 32 32 2 30 0;0.940412;39.4527;642.815;0.908732
37.7222;20 8 16 4096 32 32 2 31 0;0.940412;40.1124;652.089;0.908732
21.754;20 8 16 4096 32 32 2 4 0;0.940412;23.1324;401.706;0.908732
22.3158;20 8 16 4096 32 32 2 5 0;0.940412;23.7299;410.979;0.908732
22.88;20 8 16 4096 32 32 2 6 0;0.940412;24.3298;420.252;0.908732
23.4466;20 8 16 4096 32 32 2 7 0;0.940412;24.9322;429.526;0.908732
24.0154;20 8 16 4096 32 32 2 8 0;0.940412;25.5371;438.799;0.908732
24.5865;20 8 16 4096 32 32 2 9 0;0.940412;26.1444;448.073;0.908732
20.4124;20 8 16 4096 32 32 3 0 0;0.940412;21.7058;379.185;0.908147
20.9805;20 8 16 4096 32 32 3 1 0;0.940412;22.3099;388.88;0.908742
26.3285;20 8 16 4096 32 32 3 10 0;0.940412;27.9967;476.135;0.908742
26.9352;20 8 16 4096 32 32 3 11 0;0.940412;28.6419;485.83;0.908742
27.5445;20 8 16 4096 32 32 3 12 0;0.940412;29.2898;495.525;0.908742
28.1562;20 8 16 4096 32 32 3 13 0;0.940412;29.9403;505.22;0.908742
28.7704;20 8 16 4096 32 32 3 14 0;0.940412;30.5934;514.915;0.908742
29.387;20 8 16 4096 32 32 3 15 0;0.940412;31.2491;524.61;0.908742
30.0061;20 8 16 4096 32 32 3 16 0;0.940412;31.9074;534.305;0.908742
30.6277;20 8 16 4096 32 32 3 17 0;0.940412;32.5683;544;0.908742
31.2517;20 8 16 4096 32 32 3 18 0;0.940412;33.2319;553.694;0.908742
31.8781;20 8 16 4096 32 32 3 19 0;0.940412;33.898;563.389;0.908742
21.5646;20 8 16 4096 32 32 3 2 0;0.940412;22.931;398.575;0.908742
32.5069;20 8 16 4096 32 32 3 20 0;0.940412;34.5667;573.084;0.908742
33.1382;20 8 16 4096 32 32 3 21 0;0.940412;35.238;582.779;0.908742
33.7719;20 8 16 4096 32 32 3 22 0;0.940412;35.9118;592.474;0.908742
34.4081;20 8 16 4096 32 32 3 23 0;0.940412;36.5883;602.169;0.908742
35.0466;20 8 16 4096 32 32 3 24 0;0.940412;37.2673;611.864;0.908742
35.6876;20 8 16 4096 32 32 3 25 0;0.940412;37.9489;621.559;0.908742
36.331;20 8 16 4096 32 32 3 26 0;0.940412;38.633;631.254;0.908742
36.9768;20 8 16 4096 32 32 3 27 0;0.940412;39.3197;640.949;0.908742
37.625;20 8 16 4096 32 32 3 28 0;0.940412;40.009;650.644;0.908742
38.2755;20 8 16 4096 32 32 3 29 0;0.940412;40.7008;660.339;0.908742
22.1512;20 8 16 4096 32 32 3 3 0;0.940412;23.5548;408.27;0.908742
38.9285;20 8 16 4096 32 32 3 30 0;0.940412;41.3952;670.034;0.908742
39.5839;20 8 16 4096 32 32 3 31 0;0.940412;42.0921;679.729;0.908742
22.7404;20 8 16 4096 32 32 3 4 0;0.940412;24.1813;417.965;0.908742
23.3321;20 8 16 4096 32 32 3 5 0;0.940412;24.8105;427.66;0.908742
23.9264;20 8 16 4096 32 32 3 6 0;0.940412;25.4424;437.355;0.908742
24.5231;20 8 16 4096 32 32 3 7 0;0.940412;26.077;447.05;0.908742
25.1224;20 8 16 4096 32 32 3 8 0;0.940412;26.7143;456.745;0.908742
25.7242;20 8 16 4096 32 32 3 9 0;0.940412;27.3542;466.44;0.908742
21.2752;20 8 16 4096 32 32 4 0 0;0.940412;22.6233;393.758;0.908693
21.5551;20 8 16 4096 32 32 4 0 1;0.940412;22.9209;398.028;0.907748
21.8849;20 8 16 4096 32 32 4 1 0;0.940412;23.2717;403.875;0.908743
27.5066;20 8 16 4096 32 32 4 10 0;0.940412;29.2495;494.923;0.908743
28.1448;20 8 16 4096 32 32 4 11 0;0.940412;29.9282;505.04;0.908743
28.7857;20 8 16 4096 32 32 4 12 0;0.940412;30.6097;515.156;0.908743
29.4293;20 8 16 4096 32 32 4 13 0;0.940412;31.294;525.273;0.908743
30.0755;20 8 16 4096 32 32 4 14 0;0.940412;31.9812;535.389;0.908743
30.7244;20 8 16 4096 32 32 4 15 0;0.940412;32.6712;545.506;0.908743
31.376;20 8 16 4096 32 32 4 16 0;0.940412;33.3641;555.622;0.908743
32.0302;20 8 16 4096 32 32 4 17 0;0.940412;34.0598;565.739;0.908743
32.6871;20 8 16 4096 32 32 4 18 0;0.940412;34.7583;575.855;0.908743
33.3466;20 8 16 4096 32 32 4 19 0;0.940412;35.4596;585.972;0.908743
22.4986;20 8 16 4096 32 32 4 2 0;0.940412;23.9242;413.991;0.908743
34.0088;20 8 16 4096 32 32 4 20 0;0.940412;36.1637;596.088;0.908743
34.6736;20 8 16 4096 32 32 4 21 0;0.940412;36.8706;606.205;0.908743
35.341;20 8 16 4096 32 32 4 22 0;0.940412;37.5803;616.321;0.908743
36.011;20 8 16 4096 32 32 4 23 0;0.940412;38.2928;626.438;0.908743
36.6837;20 8 16 4096 32 32 4 24 0;0.940412;39.0081;636.554;0.908743
37.359;20 8 16 4096 32 32 4 25 0;0.940412;39.7262;646.671;0.908743
38.0369;20 8 16 4096 32 32 4 26 0;0.940412;40.447;656.787;0.908743
38.7174;20 8 16 4096 32 32 4 27 0;0.940412;41.1707;666.904;0.908743
39.4005;20 8 16 4096 32 32 4 28 0;0.940412;41.8971;677.02;0.908743
40.0863;20 8 16 4096 32 32 4 29 0;0.940412;42.6263;687.137;0.908743
23.115;20 8 16 4096 32 32 4 3 0;0.940412;24.5797;424.108;0.908743
40.7746;20 8 16 4096 32 32 4 30 0;0.940412;43.3583;697.253;0.908743
41.4656;20 8 16 4096 32 32 4 31 0;0.940412;44.093;707.369;0.908743
23.7342;20 8 16 4096 32 32 4 4 0;0.940412;25.2381;434.224;0.908743
24.3561;20 8 16 4096 32 32 4 5 0;0.940412;25.8994;444.341;0.908743
24.9808;20 8 16 4096 32 32 4 6 0;0.940412;26.5636;454.457;0.908743
25.6082;20 8 16 4096 32 32 4 7 0;0.940412;27.2308;464.574;0.908743
26.2383;20 8 16 4096 32 32 4 8 0;0.940412;27.9008;474.69;0.908743
26.8711;20 8 16 4096 32 32 4 9 0;0.940412;28.5737;484.807;0.908743
9.71851;20 8 16 4096 32 4 0 0 0;0.942415;10.3124;165.473;0.775012
9.72851;20 8 16 4096 32 4 0 0 1;0.942415;10.323;178.379;0.839031
10.0285;20 8 16 4096 32 4 0 1 0;0.942415;10.6413;190.419;0.873045
11.4459;20 8 16 4096 32 4 0 2 0;0.942415;12.1453;215.364;0.873426
12.8883;20 8 16 4096 32 4 0 3 0;0.942415;13.6758;240.309;0.873428
8.71829;20 8 16 4096 32 4 1 0 0;0.942415;9.25101;171.547;0.897891
10.0418;20 8 16 4096 32 4 1 1 0;0.942415;10.6553;197.74;0.907997
11.4843;20 8 16 4096 32 4 1 2 0;0.942415;12.1861;223.932;0.908013
12.9486;20 8 16 4096 32 4 1 3 0;0.942415;13.7398;250.125;0.908013
8.94741;20 8 16 4096 32 4 2 0 0;0.942415;9.49413;177.621;0.90812
9.67246;20 8 16 4096 32 4 2 0 1;0.942415;10.2635;190.527;0.905731
10.4344;20 8 16 4096 32 4 2 1 0;0.942415;11.072;205.061;0.908732
11.9515;20 8 16 4096 32 4 2 2 0;0.942415;12.6818;232.5;0.908732
13.492;20 8 16 4096 32 4 2 3 0;0.942415;14.3164;259.94;0.908732
9.26989;20 8 16 4096 32 4 3 0 0;0.942415;9.83632;183.694;0.908714
10.8367;20 8 16 4096 32 4 3 1 0;0.942415;11.4989;212.382;0.908742
12.4299;20 8 16 4096 32 4 3 2 0;0.942415;13.1894;241.069;0.908742
14.0484;20 8 16 4096 32 4 3 3 0;0.942415;14.9068;269.756;0.908742
9.59917;20 8 16 4096 32 4 4 0 0;0.942415;10.1857;189.768;0.908742
10.3045;20 8 16 4096 32 4 4 0 1;0.942415;10.9342;202.674;0.908647
11.2408;20 8 16 4096 32 4 4 1 0;0.942415;11.9277;219.702;0.908743
12.9107;20 8 16 4096 32 4 4 2 0;0.942415;13.6996;249.637;0.908743
14.6078;20 8 16 4096 32 4 4 3 0;0.942415;15.5004;279.571;0.908743
11.5656;20 8 16 4096 32 8 0 0 0;0.94158;12.2831;189.758;0.753524
11.0115;20 8 16 4096 32 8 0 0 1;0.94158;11.6947;197.729;0.82725
10.8648;20 8 16 4096 32 8 0 1 0;0.94158;11.5389;205.266;0.872898
11.7466;20 8 16 4096 32 8 0 2 0;0.94158;12.4755;220.774;0.873426
12.6429;20 8 16 4096 32 8 0 3 0;0.94158;13.4273;236.283;0.873428
13.5468;20 8 16 4096 32 8 0 4 0;0.94158;14.3873;251.791;0.873428
14.4584;20 8 16 4096 32 8 0 5 0;0.94158;15.3554;267.299;0.873428
15.3774;20 8 16 4096 32 8 0 6 0;0.94158;16.3315;282.807;0.873428
16.3037;20 8 16 4096 32 8 0 7 0;0.94158;17.3153;298.316;0.873428
10.1514;20 8 16 4096 32 8 1 0 0;0.94158;10.7813;197.046;0.894001
10.8883;20 8 16 4096 32 8 1 1 0;0.94158;11.5638;213.329;0.907991
11.7896;20 8 16 4096 32 8 1 2 0;0.94158;12.5211;229.613;0.908013
12.6995;20 8 16 4096 32 8 1 3 0;0.94158;13.4874;245.897;0.908013
13.6175;20 8 16 4096 32 8 1 4 0;0.94158;14.4624;262.18;0.908013
14.5434;20 8 16 4096 32 8 1 5 0;0.94158;15.4457;278.464;0.908013
15.4771;20 8 16 4096 32 8 1 6 0;0.94158;16.4374;294.748;0.908013
16.4185;20 8 16 4096 32 8 1 7 0;0.94158;17.4372;311.031;0.908013
10.3965;20 8 16 4096 32 8 2 0 0;0.94158;11.0416;204.334;0.90775
10.8723;20 8 16 4096 32 8 2 0 1;0.94158;11.5469;212.305;0.90461
11.3245;20 8 16 4096 32 8 2 1 0;0.94158;12.0271;221.393;0.908732
12.2728;20 8 16 4096 32 8 2 2 0;0.94158;13.0343;238.452;0.908732
13.23;20 8 16 4096 32 8 2 3 0;0.94158;14.0509;255.511;0.908732
14.1961;20 8 16 4096 32 8 2 4 0;0.94158;15.0769;272.57;0.908732
15.1707;20 8 16 4096 32 8 2 5 0;0.94158;16.112;289.629;0.908732
16.1539;20 8 16 4096 32 8 2 6 0;0.94158;17.1562;306.688;0.908732
17.1455;20 8 16 4096 32 8 2 7 0;0.94158;18.2093;323.747;0.908732
10.7859;20 8 16 4096 32 8 3 0 0;0.94158;11.4551;211.622;0.90869
11.7715;20 8 16 4096 32 8 3 1 0;0.94158;12.5018;229.456;0.908742
12.7675;20 8 16 4096 32 8 3 2 0;0.94158;13.5597;247.291;0.908742
13.7732;20 8 16 4096 32 8 3 3 0;0.94158;14.6278;265.125;0.908742
14.7885;20 8 16 4096 32 8 3 4 0;0.94158;15.706;282.959;0.908742
15.8131;20 8 16 4096 32 8 3 5 0;0.94158;16.7942;300.794;0.908742
16.8469;20 8 16 4096 32 8 3 6 0;0.94158;17.8921;318.628;0.908742
17.8898;20 8 16 4096 32 8 3 7 0;0.94158;18.9997;336.463;0.908742
11.1871;20 8 16 4096 32 8 4 0 0;0.94158;11.8812;218.91;0.90874
11.6304;20 8 16 4096 32 8 4 0 1;0.94158;12.352;226.88;0.908589
12.2206;20 8 16 4096 32 8 4 1 0;0.94158;12.9788;237.519;0.908743
13.2647;20 8 16 4096 32 8 4 2 0;0.94158;14.0878;256.129;0.908743
14.3194;20 8 16 4096 32 8 4 3 0;0.94158;15.2078;274.739;0.908743
15.3842;20 8 16 4096 32 8 4 4 0;0.94158;16.3387;293.349;0.908743
16.4592;20 8 16 4096 32 8 4 5 0;0.94158;17.4804;311.959;0.908743
17.5441;20 8 16 4096 32 8 4 6 0;0.94158;18.6326;330.569;0.908743
18.6388;20 8 16 4096 32 8 4 7 0;0.94158;19.7953;349.179;0.908743
3.7199;20 8 16 4096 4 1 0 0 0;0.843937;4.40779;81.2004;0.854447
4.04993;20 8 16 4096 4 1 0 0 1;0.843937;4.79885;90.6881;0.881166
3.5884;20 8 16 4096 4 1 1 0 0;0.843937;4.25198;83.0604;0.907006
3.66574;20 8 16 4096 4 1 2 0 0;0.843937;4.34362;84.9205;0.908704
4.09841;20 8 16 4096 4 1 2 0 1;0.843937;4.8563;94.4082;0.908278
3.74976;20 8 16 4096 4 1 3 0 0;0.843937;4.44318;86.7805;0.908742
3.83407;20 8 16 4096 4 1 4 0 0;0.843937;4.54307;88.6405;0.908743
4.26615;20 8 16 4096 4 1 4 0 1;0.843937;5.05506;98.1282;0.908737
4.02665;20 8 16 4096 4 2 0 0 0;0.84115;4.78708;87.2715;0.848462
4.18428;20 8 16 4096 4 2 0 0 1;0.84115;4.97448;93.5332;0.878071
4.42091;20 8 16 4096 4 2 0 1 0;0.84115;5.25579;98.0612;0.873403
3.86647;20 8 16 4096 4 2 1 0 0;0.84115;4.59665;89.4351;0.906598
4.37579;20 8 16 4096 4 2 1 1 0;0.84115;5.20215;100.764;0.908012
3.95555;20 8 16 4096 4 2 2 0 0;0.84115;4.70255;91.5987;0.908689
4.24252;20 8 16 4096 4 2 2 0 1;0.84115;5.04371;97.8603;0.908167
4.49587;20 8 16 4096 4 2 2 1 0;0.84115;5.34491;103.467;0.908732
4.05346;20 8 16 4096 4 2 3 0 0;0.84115;4.81895;93.7623;0.908742
4.61963;20 8 16 4096 4 2 3 1 0;0.84115;5.49204;106.17;0.908742
4.15178;20 8 16 4096 4 2 4 0 0;0.84115;4.93584;95.9259;0.908743
4.43733;20 8 16 4096 4 2 4 0 1;0.84115;5.27531;102.187;0.908735
4.7437;20 8 16 4096 4 2 4 1 0;0.84115;5.63955;108.873;0.908743
4.68011;20 8 16 4096 4 4 0 0 0;0.840763;5.56651;99.4138;0.836617
4.71196;20 8 16 4096 4 4 0 0 1;0.840763;5.60439;104.062;0.871909
4.88434;20 8 16 4096 4 4 0 1 0;0.840763;5.80942;107.844;0.873379
5.28788;20 8 16 4096 4 4 0 2 0;0.840763;6.28938;116.275;0.873428
5.69423;20 8 16 4096 4 4 0 3 0;0.840763;6.77269;124.705;0.873428
4.45021;20 8 16 4096 4 4 1 0 0;0.840763;5.29307;102.185;0.905659
4.84484;20 8 16 4096 4 4 1 1 0;0.840763;5.76243;111.036;0.908011
5.25372;20 8 16 4096 4 4 1 2 0;0.840763;6.24876;119.888;0.908013
5.66528;20 8 16 4096 4 4 1 3 0;0.840763;6.73826;128.74;0.908013
4.5623;20 8 16 4096 4 4 2 0 0;0.840763;5.42639;104.955;0.90865
4.77944;20 8 16 4096 4 4 2 0 1;0.840763;5.68465;109.604;0.907911
4.98803;20 8 16 4096 4 4 2 1 0;0.840763;5.93274;114.229;0.908732
5.41713;20 8 16 4096 4 4 2 2 0;0.840763;6.44311;123.502;0.908732
5.84912;20 8 16 4096 4 4 2 3 0;0.840763;6.95692;132.776;0.908732
4.68885;20 8 16 4096 4 4 3 0 0;0.840763;5.5769;107.726;0.90874
5.13535;20 8 16 4096 4 4 3 1 0;0.840763;6.10796;117.421;0.908742
5.58507;20 8 16 4096 4 4 3 2 0;0.840763;6.64286;127.116;0.908742
6.03792;20 8 16 4096 4 4 3 3 0;0.840763;7.18147;136.811;0.908742
4.81611;20 8 16 4096 4 4 4 0 0;0.840763;5.72826;110.497;0.908743
5.03032;20 8 16 4096 4 4 4 0 1;0.840763;5.98304;115.145;0.908729
5.28307;20 8 16 4096 4 4 4 1 0;0.840763;6.28366;120.613;0.908743
5.7535;20 8 16 4096 4 4 4 2 0;0.840763;6.84319;130.73;0.908743
6.2273;20 8 16 4096 4 4 4 3 0;0.840763;7.40673;140.846;0.908743
15.661;20 8 16 4096 64 2 0 0 0;0.995743;15.728;228.828;0.720197
16.7338;20 8 16 4096 64 2 0 0 1;0.995743;16.8054;270.479;0.808435
18.0346;20 8 16 4096 64 2 0 1 0;0.995743;18.1117;310.396;0.872236
13.2781;20 8 16 4096 64 2 1 0 0;0.995743;13.3349;238.069;0.8867
18.1451;20 8 16 4096 64 2 1 1 0;0.995743;18.2227;323.715;0.907963
13.5304;20 8 16 4096 64 2 2 0 0;0.995743;13.5883;247.311;0.906909
16.1145;20 8 16 4096 64 2 2 0 1;0.995743;16.1834;288.961;0.90244
18.9546;20 8 16 4096 64 2 2 1 0;0.995743;19.0357;337.035;0.908731
14.0549;20 8 16 4096 64 2 3 0 0;0.995743;14.115;256.552;0.908622
19.7845;20 8 16 4096 64 2 3 1 0;0.995743;19.8691;350.355;0.908742
14.6057;20 8 16 4096 64 2 4 0 0;0.995743;14.6681;265.793;0.908736
17.1347;20 8 16 4096 64 2 4 0 1;0.995743;17.208;307.444;0.908452
20.6199;20 8 16 4096 64 2 4 1 0;0.995743;20.7081;363.675;0.908743
36.5736;20 8 16 4096 64 32 0 0 0;0.989287;36.9697;410.962;0.583264
29.7975;20 8 16 4096 64 32 0 0 1;0.989287;30.1202;416.411;0.726528
25.2465;20 8 16 4096 64 32 0 1 0;0.989287;25.5199;421.752;0.869815
31.7636;20 8 16 4096 64 32 0 10 0;0.989287;32.1076;518.859;0.873428
32.5161;20 8 16 4096 64 32 0 11 0;0.989287;32.8682;529.648;0.873428
33.272;20 8 16 4096 64 32 0 12 0;0.989287;33.6322;540.438;0.873428
34.0311;20 8 16 4096 64 32 0 13 0;0.989287;34.3996;551.228;0.873428
34.7936;20 8 16 4096 64 32 0 14 0;0.989287;35.1703;562.017;0.873428
35.5593;20 8 16 4096 64 32 0 15 0;0.989287;35.9444;572.807;0.873428
36.3284;20 8 16 4096 64 32 0 16 0;0.989287;36.7217;583.597;0.873428
37.1007;20 8 16 4096 64 32 0 17 0;0.989287;37.5024;594.386;0.873428
